Country_Name,Country_Code,Year,GDP_per_Capita_USD,Population,Life_Expectancy_WB
Guinea,GIN,2018,933.273615633705,12704774.0,59.043
Guinea,GIN,2019,1031.34146480732,13034346.0,59.379
Guinea-Bissau,GNB,2015,645.066837207039,1786457.0,60.071
Guinea-Bissau,GNB,2016,679.665386626818,1831893.0,60.619
Guinea-Bissau,GNB,2017,783.123186602022,1877072.0,61.148
Guinea-Bissau,GNB,2018,808.531613218504,1922168.0,61.652
Guinea-Bissau,GNB,2019,811.216425885129,1967696.0,62.161
Guyana,GUY,2015,5640.41560569466,758781.0,67.719
Guyana,GUY,2016,5870.87823759835,763548.0,68.069
Guyana,GUY,2017,6178.6650437298,768479.0,68.543
Guyana,GUY,2018,6048.38697180418,791556.0,68.829
Guyana,GUY,2019,6405.82443444562,807665.0,69.067
Haiti,HTI,2015,1411.12684746796,10523242.0,63.224
Haiti,HTI,2016,1318.40268167953,10671457.0,63.325
Haiti,HTI,2017,1395.23945184461,10817754.0,63.832
Haiti,HTI,2018,1496.38048970156,10962362.0,64.077
Haiti,HTI,2019,1352.17204191532,11105163.0,64.328
Heavily indebted poor countries (HIPC),HPC,2015,917.296109229182,735429414.0,61.561793936137
Heavily indebted poor countries (HIPC),HPC,2016,894.708764701024,756895035.0,62.0038083727554
Heavily indebted poor countries (HIPC),HPC,2017,943.132832332498,779389964.0,62.3151956659401
Heavily indebted poor countries (HIPC),HPC,2018,985.478210719267,802020674.0,62.798544258222
Heavily indebted poor countries (HIPC),HPC,2019,983.900062178744,824649053.0,63.0898004183278
High income,,2015,36586.4346902662,1366013614.0,79.5243746206717
High income,,2016,37057.8096501124,1374284415.0,79.7243724353495
High income,,2017,38776.5615949516,1380319892.0,79.8538410660347
High income,,2018,41094.8560877186,1385103279.0,79.9668020572923
High income,,2019,41342.2066107349,1389770301.0,80.1994263126691
Honduras,HND,2015,2271.20265980349,9237305.0,71.323
Honduras,HND,2016,2307.34468351082,9412380.0,71.615
Honduras,HND,2017,2413.0076562942,9588137.0,71.805
Honduras,HND,2018,2464.64241531918,9765210.0,72.001
Honduras,HND,2019,2502.32744328073,9943633.0,72.124
"Hong Kong SAR, China",HKG,2015,42432.1619740441,7291300.0,84.2526829268293
"Hong Kong SAR, China",HKG,2016,43734.1980702999,7336600.0,84.2114634146342
"Hong Kong SAR, China",HKG,2017,46160.429791493,7393200.0,84.6956097560976
"Hong Kong SAR, China",HKG,2018,48537.5668888343,7452600.0,84.869756097561
"Hong Kong SAR, China",HKG,2019,48359.0011950597,7507900.0,85.1558536585366
Hungary,HUN,2015,12782.9412577973,9797755.0,75.5682926829269
Hungary,HUN,2016,13215.8605277789,9759755.0,76.0634146341464
Hungary,HUN,2017,14736.1668157258,9726756.0,75.8170731707317
Hungary,HUN,2018,16605.0570511887,9706964.0,76.0658536585366
Hungary,HUN,2019,17012.8598553199,9694824.0,76.3195121951219
IBRD only,IBD,2015,5546.04775275527,4676773551.0,73.0328490236397
IBRD only,IBD,2016,5534.81953332906,4721566970.0,73.2592309044272
IBRD only,IBD,2017,6053.30921793356,4765773411.0,73.4857607809887
IBRD only,IBD,2018,6394.19484299789,4806981820.0,73.794943952938
IBRD only,IBD,2019,6476.07259783679,4845075024.0,74.031271888226
IDA & IBRD total,IBT,2015,4474.43525326247,6280961830.0,70.371709207031
IDA & IBRD total,IBT,2016,4447.41739069513,6360153661.0,70.614038767053
IDA & IBRD total,IBT,2017,4831.93005964107,6440011821.0,70.8308848986919
IDA & IBRD total,IBT,2018,5085.50217477103,6518058354.0,71.1530074814471
IDA & IBRD total,IBT,2019,5167.89523774327,6594216452.0,71.3939237835386
IDA blend,IDB,2015,1947.85246838642,567234056.0,60.2944946354402
IDA blend,IDB,2016,1790.53787826053,578463670.0,60.5761664527178
IDA blend,IDB,2017,1804.50559433385,590024074.0,60.818392907263
IDA blend,IDB,2018,1869.38204447615,601951913.0,61.0740542759518
IDA blend,IDB,2019,2205.87361894796,614017319.0,61.3259973798573
IDA only,IDX,2015,1023.43894668408,1036954223.0,63.8821179927396
IDA only,IDX,2016,1054.10011053311,1060123021.0,64.3101407903027
IDA only,IDX,2017,1110.744251052,1084214336.0,64.6098588988294
IDA only,IDX,2018,1159.06134313704,1109124621.0,65.172890099339
IDA only,IDX,2019,1186.40559680864,1135124109.0,65.5828691146811
IDA total,IDA,2015,1350.30758062231,1604188279.0,62.6135498483383
IDA total,IDA,2016,1314.0817741131,1638586691.0,62.9919508459629
IDA total,IDA,2017,1355.23505457315,1674238410.0,63.2736954244909
IDA total,IDA,2018,1408.95016839901,1711076534.0,63.7309311828707
IDA total,IDA,2019,1544.27890067061,1749141428.0,64.0885399952044
Iceland,ISL,2015,53505.6964079339,330815.0,82.4682926829268
Iceland,ISL,2016,62854.0906407932,335439.0,82.2048780487805
Iceland,ISL,2017,72976.3729990975,343400.0,82.6609756097561
Iceland,ISL,2018,75633.8651351915,352721.0,82.8609756097561
Iceland,ISL,2019,69296.3144361601,360563.0,83.1634146341463
India,IND,2015,1583.99815907985,1328024498.0,69.326
India,IND,2016,1707.50892912243,1343944296.0,69.709
India,IND,2017,1950.10468280866,1359657400.0,70.068
India,IND,2018,1966.25455171679,1374659064.0,70.415
India,IND,2019,2041.42863698585,1389030312.0,70.746
Indonesia,IDN,2015,3288.22269725538,261799249.0,69.52
Indonesia,IDN,2016,3521.46943457574,264627418.0,69.733
Indonesia,IDN,2017,3798.88326174526,267346658.0,69.953
Indonesia,IDN,2018,3860.95353090726,269951846.0,70.08
Indonesia,IDN,2019,4106.94856160358,272489381.0,70.349
"Iran, Islamic Rep.",IRN,2015,4952.73355532178,82619362.0,75.907
"Iran, Islamic Rep.",IRN,2016,5710.59947089104,83812228.0,76.155
"Iran, Islamic Rep.",IRN,2017,6000.93346404409,85026754.0,76.396
"Iran, Islamic Rep.",IRN,2018,4783.01067340237,86117998.0,76.621
"Iran, Islamic Rep.",IRN,2019,3997.4935449585,87051648.0,76.855
Iraq,IRQ,2015,4440.14189252367,37560535.0,69.977
Iraq,IRQ,2016,4334.42096404188,38469627.0,68.683
Iraq,IRQ,2017,4759.2846435467,39337353.0,69.788
Iraq,IRQ,2018,5646.68932074742,40265624.0,71.116
Iraq,IRQ,2019,5671.8568632942,41192171.0,71.245
Ireland,IRL,2015,64250.1385181257,4701957.0,81.4536585365854
Ireland,IRL,2016,64129.5571542383,4762722.0,81.6536585365854
Ireland,IRL,2017,72161.4047531385,4827445.0,82.1560975609756
Ireland,IRL,2018,80804.1123164826,4898022.0,82.2048780487805
Ireland,IRL,2019,81827.6688873996,4976456.0,82.7024390243903
Isle of Man,IMN,2015,84753.5187422732,83593.0,80.267
Isle of Man,IMN,2016,82025.9454509241,83466.0,80.391
Isle of Man,IMN,2017,83481.3038489014,83609.0,80.506
Isle of Man,IMN,2018,89393.8244248812,83805.0,80.614
Isle of Man,IMN,2019,87127.5517977404,83957.0,80.74
Israel,ISR,2015,36213.1041481958,8380100.0,82.0512195121951
Israel,ISR,2016,37671.5389138798,8546000.0,82.4073170731707
Israel,ISR,2017,41138.470964272,8713300.0,82.5512195121951
Israel,ISR,2018,42362.6652754196,8882800.0,82.8024390243903
Israel,ISR,2019,44250.6313628073,9054000.0,82.8048780487805
Italy,ITA,2015,30639.8829751432,60229605.0,82.5439024390244
Italy,ITA,2016,31391.5692898108,60115223.0,83.2439024390244
Italy,ITA,2017,32844.115660604,60002252.0,82.9463414634147
Italy,ITA,2018,34904.1081923834,60148658.0,83.3463414634146
Italy,ITA,2019,33812.788724868,59729081.0,83.4975609756098
Jamaica,JAM,2015,5339.30718256806,2802534.0,72.214
Jamaica,JAM,2016,5302.29553353854,2809915.0,72.052
Jamaica,JAM,2017,5605.43541173019,2815764.0,71.879
Jamaica,JAM,2018,5976.90362644337,2820097.0,71.606
Jamaica,JAM,2019,6030.68896415921,2823271.0,71.532
Japan,JPN,2015,34960.6393843385,127141000.0,83.7939024390244
Japan,JPN,2016,39375.4731620781,127076000.0,83.9848780487805
Japan,JPN,2017,38834.0529341227,126972000.0,84.099756097561
Japan,JPN,2018,39751.1330982711,126811000.0,84.2109756097561
Japan,JPN,2019,40415.9567649547,126633000.0,84.3563414634146
Jordan,JOR,2015,4042.75678097555,9544729.0,75.06
Jordan,JOR,2016,3986.71677010853,10006367.0,75.55
Jordan,JOR,2017,4065.61628749384,10234226.0,76.071
Jordan,JOR,2018,4145.43989673265,10462306.0,76.491
Jordan,JOR,2019,4170.1144003465,10671891.0,76.865
Kazakhstan,KAZ,2015,10196.1226255982,18084169.0,72.024
Kazakhstan,KAZ,2016,7475.56688689424,18363600.0,72.549
Kazakhstan,KAZ,2017,8943.08416791984,18651931.0,72.996
Kazakhstan,KAZ,2018,9472.48527327758,18932727.0,73.369
Kazakhstan,KAZ,2019,9457.12614657136,19209555.0,73.658
Kenya,KEN,2015,1489.11959777284,47088526.0,62.279
Kenya,KEN,2016,1554.12610314423,48139687.0,62.526
Kenya,KEN,2017,1667.48447230835,49197766.0,62.725
Kenya,KEN,2018,1836.45275528993,50207107.0,62.825
Kenya,KEN,2019,1960.40808854893,51202827.0,62.939
Kiribati,KIR,2015,1639.85274740652,116815.0,65.831
Kiribati,KIR,2016,1742.66799324117,118478.0,65.799
Kiribati,KIR,2017,1853.05122713319,120275.0,65.787
Kiribati,KIR,2018,1912.73809378187,122084.0,65.807
Kiribati,KIR,2019,1750.9977188915,123921.0,65.866
"Korea, Dem. People's Rep.",PRK,2015,,25575350.0,72.825
"Korea, Dem. People's Rep.",PRK,2016,,25698326.0,72.971
"Korea, Dem. People's Rep.",PRK,2017,,25817709.0,73.034
"Korea, Dem. People's Rep.",PRK,2018,,25931147.0,73.02
"Korea, Dem. People's Rep.",PRK,2019,,26037632.0,72.928
"Korea, Rep.",KOR,2015,30171.7906545222,51014947.0,82.0243902439024
"Korea, Rep.",KOR,2016,30832.0628072516,51217803.0,82.2756097560976
"Korea, Rep.",KOR,2017,33296.9845439195,51361911.0,82.6268292682927
"Korea, Rep.",KOR,2018,35363.9508228687,51585058.0,82.6268292682927
"Korea, Rep.",KOR,2019,33826.9443301597,51764822.0,83.2268292682927
Kosovo,XKX,2015,3520.62850699375,1788274.0,76.024
Kosovo,XKX,2016,3759.44959067104,1777568.0,76.748
Kosovo,XKX,2017,4009.32022050863,1791019.0,77.105
Kosovo,XKX,2018,4384.18796444738,1797086.0,77.117
Kosovo,XKX,2019,4415.99923011071,1788891.0,77.249
Kuwait,KWT,2015,29882.2126495698,3834574.0,79.3765609756098
Kuwait,KWT,2016,27323.6890735517,4004096.0,79.6775853658537
Kuwait,KWT,2017,29047.6536135703,4154812.0,79.9160731707317
Kuwait,KWT,2018,32067.9623756889,4323515.0,80.1063658536585
Kuwait,KWT,2019,31707.8737443551,4442316.0,81.969756097561
Kyrgyz Republic,KGZ,2015,1105.65193844261,6040036.0,70.6512195121951
Kyrgyz Republic,KGZ,2016,1103.27489428412,6175338.0,70.9512195121951
Kyrgyz Republic,KGZ,2017,1221.39046807082,6306696.0,71.2
Kyrgyz Republic,KGZ,2018,1283.5203037417,6444079.0,71.4
Kyrgyz Republic,KGZ,2019,1421.99927504102,6590211.0,71.6
Lao PDR,LAO,2015,2121.01339097363,6801645.0,66.688
Lao PDR,LAO,2016,2303.22156035363,6908802.0,67.014
Lao PDR,LAO,2017,2432.43059478511,7018147.0,67.345
Lao PDR,LAO,2018,2545.1075420815,7128045.0,67.594
Lao PDR,LAO,2019,2589.32081035237,7237636.0,67.911
Late-demographic dividend,LTE,2015,8331.63270803563,2256126712.0,76.0762328807769
Late-demographic dividend,LTE,2016,8297.33610796797,2270841806.0,76.2928997245812
Late-demographic dividend,LTE,2017,9138.44134545505,2285870134.0,76.4174343501022
Late-demographic dividend,LTE,2018,9966.81160876464,2298394042.0,76.7781489421434
Late-demographic dividend,LTE,2019,10120.3125161359,2308878047.0,76.9979606258316
Latin America & Caribbean,LCN,2015,8547.2373391789,618868462.0,74.7432221893097
Latin America & Caribbean,LCN,2016,8241.45140922665,624737786.0,74.6774848833781
Latin America & Caribbean,LCN,2017,9065.54817792867,630414986.0,74.8318087892113
Latin America & Caribbean,LCN,2018,8778.37906311973,635778081.0,75.052717198381
Latin America & Caribbean,LCN,2019,8539.39776066424,640962372.0,75.2042598654921
Latin America & Caribbean (excluding high income),LAC,2015,8308.73911709951,551075145.0,74.5553955667316
Latin America & Caribbean (excluding high income),LAC,2016,7977.19727122285,556440282.0,74.5306460760941
Latin America & Caribbean (excluding high income),LAC,2017,8827.8501051856,561957179.0,74.7006534427421
Latin America & Caribbean (excluding high income),LAC,2018,8484.48335233409,567711159.0,74.8906731016397
Latin America & Caribbean (excluding high income),LAC,2019,8282.78290882792,573311679.0,75.0513524613511
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,8404.37747196218,603091701.0,74.6505904118153
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,8082.02330614142,609017063.0,74.5894794269073
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,8918.30251254156,614776664.0,74.7614101353626
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,8620.46890240755,620274430.0,74.9760978010797
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,8362.63429845968,625467307.0,75.1319711493442
Latvia,LVA,2015,13321.9753140616,1977527.0,74.4804878048781
Latvia,LVA,2016,13838.5266823272,1959537.0,74.580487804878
Latvia,LVA,2017,15132.4958333982,1942248.0,74.6292682926829
Latvia,LVA,2018,17252.1710428626,1927174.0,74.7829268292683
Latvia,LVA,2019,17294.9751600969,1913822.0,75.3878048780488
Least developed countries: UN classification,LDC,2015,982.894810600519,962508256.0,63.3049002618176
Least developed countries: UN classification,LDC,2016,966.721782937566,985414939.0,63.7237270680357
Least developed countries: UN classification,LDC,2017,1035.19428808636,1008993468.0,64.0339755156235
Least developed countries: UN classification,LDC,2018,1080.56177999961,1033110314.0,64.6022757660127
Least developed countries: UN classification,LDC,2019,1105.24693378698,1058013514.0,64.9724534415541
Lebanon,LBN,2015,7714.1099998804,6472469.0,78.275
Lebanon,LBN,2016,8089.012088155,6323060.0,78.306
Lebanon,LBN,2017,8608.21084982387,6160128.0,78.192
Lebanon,LBN,2018,9174.53666204759,5984119.0,78.263
Lebanon,LBN,2019,8905.88005497437,5794594.0,78.208
Lesotho,LSO,2015,1121.19851342518,2104611.0,51.83
Lesotho,LSO,2016,992.491840678465,2130422.0,52.908
Lesotho,LSO,2017,1069.36673247542,2157110.0,53.874
Lesotho,LSO,2018,1170.65569702819,2183603.0,54.638
Lesotho,LSO,2019,1082.05706777516,2209405.0,55.249
Liberia,LBR,2015,692.590082351257,4659431.0,59.248
Liberia,LBR,2016,714.613063145659,4755608.0,60.483
Liberia,LBR,2017,699.269095727404,4848925.0,60.777
Liberia,LBR,2018,692.203127129794,4944726.0,60.999
Liberia,LBR,2019,658.164180770507,5043721.0,61.232
Libya,LBY,2015,7458.48917756374,6531819.0,71.644
Libya,LBY,2016,7525.80299308216,6632126.0,71.799
Libya,LBY,2017,9965.83236729757,6738770.0,72.721
Libya,LBY,2018,11196.5854810844,6849055.0,73.151
Libya,LBY,2019,9963.19489084483,6951033.0,72.941
Liechtenstein,LIE,2015,167187.15730982,37494.0,82.6560975609756
Liechtenstein,LIE,2016,165375.491396259,37716.0,82.2585365853659
Liechtenstein,LIE,2017,170547.092298954,37962.0,83.7463414634147
Liechtenstein,LIE,2018,174988.775083446,38246.0,83.0414634146342
Liechtenstein,LIE,2019,166907.839305016,38563.0,84.1609756097561
Lithuania,LTU,2015,14269.8039878287,2911109.0,74.3219512195122
Lithuania,LTU,2016,14934.2702840428,2877325.0,74.6707317073171
Lithuania,LTU,2017,16800.1510246099,2842639.0,75.4804878048781
Lithuania,LTU,2018,19247.2315367967,2819200.0,75.6804878048781
Lithuania,LTU,2019,19608.7943945553,2811089.0,76.2829268292683
Low & middle income,LMY,2015,4284.85686298442,5941222744.0,70.3675043362779
Low & middle income,LMY,2016,4274.9314240157,6017111688.0,70.605934919215
Low & middle income,LMY,2017,4615.000484095,6093971714.0,70.8079915267906
Low & middle income,LMY,2018,4853.74507668345,6169658713.0,71.1341613587801
Low & middle income,LMY,2019,4943.24879858439,6243562839.0,71.3694842016144
Low income,,2015,740.889503942237,488308267.0,60.9921347017928
Low income,,2016,633.792954627598,501149314.0,61.4016938292427
Low income,,2017,634.710788724745,514890519.0,61.5795083857409
Low income,,2018,645.846067078284,529522043.0,62.3399876414984
Low income,,2019,645.998249720369,544980983.0,62.7974465200669
Lower middle income,,2015,1848.28029294397,2765011526.0,67.3495071977304
Lower middle income,,2016,1895.24399500136,2806590212.0,67.679193904199
Lower middle income,,2017,2026.19304074045,2847931114.0,67.9952915350318
Lower middle income,,2018,2085.0452543512,2888561818.0,68.2810033644819
Lower middle income,,2019,2228.84805859217,2928617292.0,68.5574256254118
Luxembourg,LUX,2015,105462.012584423,569604.0,82.2926829268293
Luxembourg,LUX,2016,106899.293549552,582014.0,82.6853658536585
Luxembourg,LUX,2017,110193.213797228,596336.0,82.0951219512195
Luxembourg,LUX,2018,116926.759593905,607950.0,82.2951219512195
Luxembourg,LUX,2019,112696.649059674,620001.0,82.6390243902439
"Macao SAR, China",MAC,2015,69902.9605741233,642900.0,83.2243902439024
"Macao SAR, China",MAC,2016,68911.6755919628,652500.0,83.2756097560976
"Macao SAR, China",MAC,2017,77570.9876166977,648400.0,83.5268292682927
"Macao SAR, China",MAC,2018,83588.2875009014,658900.0,83.6780487804878
"Macao SAR, China",MAC,2019,81882.6964523869,672000.0,83.9292682926829
Madagascar,MDG,2015,445.320069480568,25426702.0,63.362
Madagascar,MDG,2016,453.970714522463,26099952.0,63.431
Madagascar,MDG,2017,491.866848718929,26788375.0,63.433
Madagascar,MDG,2018,500.45718552916,27494926.0,63.491
Madagascar,MDG,2019,499.818837622534,28219554.0,63.504
Malawi,MWI,2015,539.605363240686,17085587.0,62.324
Malawi,MWI,2016,450.506105510719,17557739.0,63.163
Malawi,MWI,2017,495.769683367165,18039715.0,63.914
Malawi,MWI,2018,533.202567189331,18528081.0,64.464
Malawi,MWI,2019,580.889139762475,19025752.0,64.995
Malaysia,MYS,2015,9648.6797937523,31232798.0,75.288
Malaysia,MYS,2016,9476.53409809923,31789685.0,75.371
Malaysia,MYS,2017,9862.54806612235,32355644.0,75.542
Malaysia,MYS,2018,10901.8019954421,32910967.0,75.734
Malaysia,MYS,2019,10920.191763972,33440596.0,75.9
Maldives,MDV,2015,9644.90655028145,428154.0,78.607
Maldives,MDV,2016,9947.80744731739,443308.0,78.913
Maldives,MDV,2017,10509.628805812,458287.0,79.228
Maldives,MDV,2018,11423.2838427029,473099.0,79.433
Maldives,MDV,2019,11740.2724029785,487731.0,79.707
Mali,MLI,2015,838.11986940103,18593022.0,57.852
Mali,MLI,2016,872.468587171653,19191289.0,58.286
Mali,MLI,2017,924.057531692284,19813011.0,58.562
Mali,MLI,2018,996.379292136901,20442030.0,58.873
Mali,MLI,2019,971.949318638092,21068405.0,59.217
Malta,MLT,2015,25529.6813337717,444220.0,81.8975609756097
Malta,MLT,2016,26459.0770929988,454505.0,82.4536585365854
Malta,MLT,2017,30317.2443175543,467106.0,82.3463414634146
Malta,MLT,2018,33382.2677499267,483903.0,82.2487804878049
Malta,MLT,2019,32421.9179752262,503912.0,82.6585365853659
Marshall Islands,MHL,2015,3764.34426229508,48800.0,65.292
Marshall Islands,MHL,2016,4229.80988911945,47709.0,65.477
Marshall Islands,MHL,2017,4592.83457628576,46529.0,65.673
Marshall Islands,MHL,2018,4858.12079054875,45285.0,65.87
Marshall Islands,MHL,2019,5292.33985502306,44007.0,66.047
Mauritania,MRT,2015,1554.94897871782,3965959.0,66.498
Mauritania,MRT,2016,1565.76575722696,4086657.0,66.823
Mauritania,MRT,2017,1615.00401327323,4210600.0,67.088
Mauritania,MRT,2018,1722.93528854073,4337685.0,67.419
Mauritania,MRT,2019,1767.072710621,4467708.0,67.64
Mauritius,MUS,2015,9630.5437837507,1262879.0,74.3531707317073
Mauritius,MUS,2016,10095.1225574156,1263747.0,74.3948780487805
Mauritius,MUS,2017,10986.7034093005,1264887.0,74.5146341463415
Mauritius,MUS,2018,11818.7480619272,1265577.0,74.4163414634146
Mauritius,MUS,2019,11568.2533399824,1265985.0,74.2358536585366
Mexico,MEX,2015,10021.2386118827,121072306.0,74.431
Mexico,MEX,2016,9097.92397674769,122251351.0,74.376
Mexico,MEX,2017,9649.27816772402,123400057.0,74.261
Mexico,MEX,2018,10084.7937562021,124573711.0,74.301
Mexico,MEX,2019,10369.5553585271,125762982.0,74.53
"Micronesia, Fed. Sts.",FSM,2015,2853.07643587028,108716.0,65.306
"Micronesia, Fed. Sts.",FSM,2016,2979.60119184048,109075.0,65.576
"Micronesia, Fed. Sts.",FSM,2017,3279.10779039285,109481.0,65.761
"Micronesia, Fed. Sts.",FSM,2018,3566.58690371125,109909.0,65.943
"Micronesia, Fed. Sts.",FSM,2019,3572.65918282222,110282.0,66.196
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2015,5125.68064083245,694232973.0,70.1511049169228
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2016,5126.05331639032,707023525.0,70.4289278068117
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2017,5279.47951180077,718887744.0,70.7097575308251
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,5545.88899607591,730362334.0,70.9403213532696
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019,5412.42875673528,742714463.0,71.2438695042576
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2015,2799.45441811583,631082594.0,69.2515348606398
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2016,2858.61689096826,641470827.0,69.4961826399098
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017,2854.66192638041,652312809.0,69.7772409464567
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,2804.12633142444,663878345.0,70.0368444388331
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019,2688.96932958269,675805691.0,70.3800917806817
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2015,2802.63134980954,635352686.0,69.2873263613117
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2016,2863.14057781135,645837915.0,69.5328376363007
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2017,2859.85560174494,656767614.0,69.8141316373328
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018,2809.30894215325,668447432.0,70.0733668958653
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019,2695.63342343004,680490997.0,70.417484585256
Middle income,MIC,2015,4602.51682691609,5452914477.0,71.2070683012016
Middle income,MIC,2016,4605.60639396078,5515962374.0,71.4421804907715
Middle income,MIC,2017,4982.00575599033,5579081195.0,71.6596834645843
Middle income,MIC,2018,5248.39737081301,5640136670.0,71.9597989462594
Middle income,MIC,2019,5353.79775844374,5698581856.0,72.1892666738243
Moldova,MDA,2015,2749.55137054338,2835978.0,70.118
Moldova,MDA,2016,2847.08794770479,2803186.0,70.179
Moldova,MDA,2017,3453.26727720294,2755189.0,70.375
Moldova,MDA,2018,4156.44981956646,2707203.0,70.236
Moldova,MDA,2019,4405.33418162155,2664224.0,70.181
Monaco,MCO,2015,170437.101188261,36757.0,85.323
Monaco,MCO,2016,173604.753555915,37276.0,85.63
Monaco,MCO,2017,170663.375247872,37678.0,85.878
Monaco,MCO,2018,188298.315668437,38154.0,86.084
Monaco,MCO,2019,193746.785647412,38109.0,86.151
Mongolia,MNG,2015,3838.92126989984,3026864.0,70.810243902439
Mongolia,MNG,2016,3619.90026383792,3088856.0,70.2239024390244
Mongolia,MNG,2017,3645.96708669551,3148917.0,70.5434146341463
Mongolia,MNG,2018,4107.64288528468,3208189.0,70.8270731707317
Mongolia,MNG,2019,4347.54610314873,3267673.0,71.0531707317073
Montenegro,MNE,2015,6421.00307345999,624651.0,76.6024390243903
Montenegro,MNE,2016,6968.01539365317,625353.0,76.5414634146342
Montenegro,MNE,2017,7674.2813940676,625982.0,76.6853658536585
Montenegro,MNE,2018,8673.59128084795,626438.0,77.8853658536585
Montenegro,MNE,2019,8749.02375172644,626753.0,76.6829268292683
Morocco,MAR,2015,3146.24780273438,34607588.0,72.894
Morocco,MAR,2016,3140.85546875,35023457.0,73.228
Morocco,MAR,2017,3296.52661132813,35446392.0,73.608
Morocco,MAR,2018,3501.69799804688,35839760.0,73.946
Morocco,MAR,2019,3508.09765625,36210898.0,74.245
Mozambique,MOZ,2015,610.563774706589,26547572.0,58.711
Mozambique,MOZ,2016,441.489734819071,27337105.0,59.455
Mozambique,MOZ,2017,470.93856305196,28166393.0,60.148
Mozambique,MOZ,2018,517.507260258101,29018644.0,60.79
Mozambique,MOZ,2019,519.09255091362,29884380.0,61.306
Myanmar,MMR,2015,1166.73305547935,51089056.0,65.288
Myanmar,MMR,2016,1229.19713491328,51495696.0,65.64
Myanmar,MMR,2017,1272.82241815234,51894938.0,65.909
Myanmar,MMR,2018,1298.21310327675,52272247.0,66.232
Myanmar,MMR,2019,1425.98954241668,52640713.0,66.457
Namibia,NAM,2015,4774.10650865775,2374300.0,60.008
Namibia,NAM,2016,4395.68776162376,2439213.0,60.81
Namibia,NAM,2017,5143.96072323076,2506853.0,61.661
Namibia,NAM,2018,5308.60813408705,2577327.0,62.579
Namibia,NAM,2019,4731.9210318831,2650494.0,63.546
Nauru,NRU,2015,7747.25584993607,10954.0,60.897
Nauru,NRU,2016,8748.15632605428,11150.0,60.996
Nauru,NRU,2017,9656.97976571484,11324.0,61.101
Nauru,NRU,2018,11413.7463016389,11477.0,61.238
Nauru,NRU,2019,10801.7705659635,11587.0,61.393
Nepal,NPL,2015,875.543635474862,27823629.0,67.374
Nepal,NPL,2016,877.256454696737,27955462.0,68.444
Nepal,NPL,2017,1034.28374906846,28011258.0,68.74
Nepal,NPL,2018,1179.19843190389,28079689.0,69.036
Nepal,NPL,2019,1203.14294706401,28414064.0,69.299
Netherlands,NLD,2015,45793.8135434697,16939923.0,81.509756097561
Netherlands,NLD,2016,46808.5291492503,17030314.0,81.5609756097561
Netherlands,NLD,2017,49513.6817346384,17131296.0,81.7609756097561
Netherlands,NLD,2018,53955.0770024266,17231624.0,81.8121951219512
Netherlands,NLD,2019,53554.9007491475,17344874.0,82.1121951219512
New Caledonia,NCL,2015,30858.7237060533,283168.0,77.206
New Caledonia,NCL,2016,30782.8544433514,283423.0,77.359
New Caledonia,NCL,2017,32354.7102832901,283546.0,77.504
New Caledonia,NCL,2018,34902.8968780031,283541.0,77.557
New Caledonia,NCL,2019,33411.3358835672,283606.0,77.262
New Zealand,NZL,2015,38665.3723018158,4609400.0,81.6124390243903
New Zealand,NZL,2016,40113.7195382428,4714100.0,81.6585365853659
New Zealand,NZL,2017,42950.3841711138,4813600.0,81.8585365853659
New Zealand,NZL,2018,43257.0769238879,4900600.0,81.7073170731707
New Zealand,NZL,2019,42855.831861632,4970300.0,82.0560975609756
Nicaragua,NIC,2015,2074.45620634731,6149417.0,72.899
Nicaragua,NIC,2016,2131.68704828322,6232666.0,73.18
Nicaragua,NIC,2017,2182.61380995674,6316231.0,73.389
Nicaragua,NIC,2018,2035.16549390507,6400080.0,73.879
Nicaragua,NIC,2019,1958.62051528095,6483657.0,73.764
Niger,NER,2015,485.662574175279,19939498.0,58.85
Niger,NER,2016,502.706475406446,20685753.0,59.228
Niger,NER,2017,521.804130023434,21435446.0,59.524
Niger,NER,2018,578.568035680892,22188069.0,59.765
Niger,NER,2019,561.691304349698,22947757.0,60.031
